Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/07/20/faculty-collective-pushes-for-university-police-divestment-criticizes-uclas-plan-forward,682,647,0:03:48,496,89.31%,79.18%,$0.00 
/2020/08/18/looking-at-four-standouts-of-the-2020-xxl-freshman-class-from-lil-keed-to-baby-keem,682,641,0:02:26,599,91.82%,88.86%,$0.00 
/2020/03/02/uc-san-diego-considers-joining-berkeley-merced-in-adopting-semester-system,680,654,0:03:01,620,93.87%,91.76%,$0.00 
/2020/08/18/the-quad-despite-virtual-learning-students-can-still-experience-the-magical-ucla-atmosphere,679,652,0:02:33,283,80.21%,60.53%,$0.00 
/2020/06/04/op-ed-faculty-must-provide-finals-accommodations-as-students-fight-for-racial-justice,672,641,0:02:09,389,86.89%,70.54%,$0.00 
/2020/06/10/uc-needs-to-be-more-transparent-with-students-about-tuition-fees-during-pandemic,672,647,0:03:00,577,91.16%,85.27%,$0.00 
/2016/07/18/disney-offensively-depicts-polynesian-demigod-in-upcoming-film-moana,671,627,0:04:05,626,94.09%,93.44%,$0.00 
/2020/08/25/ucla-footballs-jake-burton-reportedly-enters-ncaa-transfer-portal,668,607,0:04:04,514,91.63%,81.44%,$0.00 
/2016/05/10/records-reveal-pi-kappa-phi-members-making-racist-statements-in-2013,666,611,0:03:56,533,83.30%,79.88%,$0.00 
/2019/10/25/uc-no-longer-exempt-from-wage-theft-code-bringing-further-accountability-to-process,657,638,0:04:26,634,96.21%,96.04%,$0.00 
/category/video,656,493,0:01:03,74,60.81%,25.76%,$0.00 
/2017/05/01/students-respond-to-leaked-photo-of-usac-president-making-gang-symbol,653,611,0:05:06,577,92.03%,89.59%,$0.00 
/2020/06/04/scouting-report-jaylen-clark,650,626,0:03:23,533,91.93%,84.00%,$0.00 
/2020/06/17/fall-sport-athletes-allowed-to-return-to-campus-begin-return-to-training-plan,646,624,0:03:16,508,89.37%,82.97%,$0.00 
/2020/08/03/ucla-professor-receives-grant-to-develop-coronavirus-vaccine-booster,644,597,0:03:50,542,91.51%,86.65%,$0.00 
/2020/07/10/california-will-sue-trump-administration-over-changes-to-sevp-visa-guidelines,642,602,0:02:54,529,89.22%,83.49%,$0.00 
/2020/04/14/the-quad-a-look-at-how-italy-became-the-epicenter-of-the-coronavirus-pandemic,639,590,0:04:08,558,87.99%,87.32%,$0.00 
/2020/06/16/jerry-kang-to-step-down-as-edi-vice-chancellor-after-five-years,639,607,0:03:26,506,88.93%,81.38%,$0.00 
/tag/2020-election-endorsements,639,457,0:00:37,183,15.85%,17.06%,$0.00 
/2020/08/31/la-residents-encouraged-to-avoid-mosquito-borne-threat-of-west-nile-virus,635,614,0:03:29,559,94.63%,90.39%,$0.00 
/2020/08/06/westwood-village-businesses-struggle-amid-re-tightening-of-restrictions,634,604,0:03:12,494,85.02%,77.60%,$0.00 
/2020/09/17/uc-system-experiences-nearly-2b-loss-as-a-result-of-pandemic-seeks-federal-aid,629,574,0:04:38,464,83.62%,75.99%,$0.00 
/2020/07/28/editorial-lack-of-transparent-financial-aid-practices-forces-stressful-choices-on-students,626,592,0:02:56,515,88.54%,81.47%,$0.00 
/2020/08/03/students-with-dependents-face-struggles-amid-increased-ucla-housing-prices,624,577,0:03:54,476,88.45%,77.88%,$0.00 
/2020/07/26/ucla-researcher-receives-state-grant-for-potential-covid-19-drug-treatment,623,568,0:03:25,513,88.50%,83.31%,$0.00 
/2020/06/08/ucla-faculty-criticize-decision-to-let-lapd-use-jackie-robinson-stadium,622,580,0:02:50,453,86.09%,79.42%,$0.00 
/2020/10/11/department-of-film-tv-and-digital-media-suspends-fall-2021-graduate-applications?fbclid=IwAR3iD2JNN7WqiW6KDcK2HwPiaLKHdAc-GWIrHSjjOdf3md_FvWFVc4HwNKg,622,581,0:03:49,580,94.66%,92.93%,$0.00 
/2020/10/12/culver-city-police-union-criticizes-2-ucla-professors-salaries,618,583,0:04:06,455,89.45%,80.74%,$0.00 
/2017/11/16/maxime-cressy-reflects-on-collegiate-tennis-journey-mental-growth,617,594,0:04:01,590,94.24%,94.17%,$0.00 
/2020/07/06/front-lines-tutoring-helps-health-care-workers-children-adjust-to-pandemic-learning,616,576,0:02:29,511,93.15%,86.36%,$0.00 
/2020/04/28/ucla-to-implement-daily-symptom-monitoring-clearance-for-on-campus-employees,608,548,0:02:23,502,82.67%,80.76%,$0.00 
/category/podcasts,604,504,0:01:18,113,74.34%,39.40%,$0.00 
/2020/05/28/womens-soccers-14-incoming-freshmen-to-bring-depth-national-experience-to-program,602,547,0:03:45,467,79.66%,74.42%,$0.00 
/2019/04/11/alumnas-co-run-youtube-channel-provides-realistic-insight-to-pre-med-students,601,578,0:03:59,575,93.22%,93.01%,$0.00 
/2020/07/31/album-review-dominic-fike-explores-journey-to-fame-in-genre-bending-debut-album,600,566,0:03:38,512,91.60%,87.33%,$0.00 
/advertise,597,481,0:01:13,138,62.32%,51.26%,$0.00 
/2020/05/22/the-quad-exploring-the-past-present-and-future-of-yellow-fever-from-global-to-local,591,562,0:04:58,484,91.94%,85.11%,$0.00 
/2019/10/14/student-runs-eyelash-extension-business-from-her-own-apartment,589,576,0:07:35,573,97.56%,96.94%,$0.00 
/2020/03/31/racist-zoombombing-incidents-at-ucla-disrupt-online-classes-and-students,585,530,0:03:55,459,81.92%,75.38%,$0.00 
/2020/06/01/an-effective-ally-must-keep-their-ears-open-remember-to-be-silent-is-to-condone,585,527,0:04:03,423,86.76%,78.63%,$0.00 
/2020/07/27/five-star-small-forward-peyton-watson-commits-to-ucla-mens-basketball,585,548,0:02:58,434,87.33%,79.49%,$0.00 
/2020/10/11/op-ed-ucla-community-must-denounce-human-rights-violations-of-azerbaijan-turkey,583,500,0:05:08,460,82.39%,79.93%,$0.00 
/tag/2020-racial-justice-movement,579,505,0:01:16,89,70.79%,38.86%,$0.00 
/2019/04/16/op-ed-intergenerational-trauma-affects-mental-health-of-southeast-asian-americans,576,543,0:05:15,535,92.34%,91.84%,$0.00 
/2019/02/26/bruin-tea-who-is-the-oldest-and-the-youngest-student-at-ucla,575,545,0:03:33,541,93.72%,93.22%,$0.00 
/2020/04/16/the-quad-tickle-your-tastebuds-with-these-viral-tiktok-cooking-trends,572,538,0:03:36,530,94.53%,92.66%,$0.00 
/2020/05/02/usac-officer-evaluation-lily-shaw-facilities-commissioner,570,539,0:02:00,463,82.72%,77.72%,$0.00 
/2020/05/13/silver-screen-psychology-looking-into-often-inaccurate-film-depictions-of-dissociative-identity-disorder,570,537,0:04:32,527,91.84%,90.53%,$0.00 
/2020/06/11/westwood-community-adjusts-to-life-under-lockdown-during-covid-19-pandemic,570,553,0:03:00,409,90.46%,77.54%,$0.00 
/2020/10/02/ucla-housing-isolation-proves-to-be-lonely-but-students-look-forward-to-freedom,569,537,0:02:46,368,85.87%,75.57%,$0.00 
/2019/11/06/ucla-reclassifies-economics-business-economics-majors-as-stem-majors,567,531,0:05:04,506,89.53%,88.36%,$0.00 
/2020/04/20/womens-basketball-guard-jaden-owens-transfers-to-join-baylor-lady-bears,567,549,0:03:41,527,93.74%,91.71%,$0.00 
/2020/09/21/ucla-opens-covid-19-testing-center-in-ackerman-union-for-instructors-students,563,513,0:02:26,377,85.41%,73.18%,$0.00 
/2020/07/28/asucla-faces-lost-revenue-from-pandemic-receives-government-loan,555,524,0:03:14,401,84.79%,74.41%,$0.00 
/2019/01/11/hidden-histories-racist-discriminatory-past-of-how-dodger-stadium-came-to-be,554,495,0:06:31,494,89.68%,88.63%,$0.00 
/2020/04/29/electrician-who-worked-at-ronald-reagan-ucla-medical-center-dies-of-covid-19,554,508,0:02:23,359,79.39%,67.51%,$0.00 
/2017/03/17/reel-representation-diversity-in-beauty-and-the-beast-is-less-radical-than-disney-claims,553,531,0:05:45,530,95.09%,94.94%,$0.00 
/2020/05/31/protests-erupt-in-los-angeles-in-response-to-death-of-george-floyd,552,502,0:02:38,236,74.58%,59.06%,$0.00 
/2020/06/10/administrators-to-defund-project-spell-citing-budget-shortfalls-from-covid-19,550,500,0:05:25,422,88.39%,78.73%,$0.00 
/2020/08/18/ucla-advisor-math-professor-share-suggestions-for-securing-research-positions,549,514,0:02:15,311,84.57%,62.84%,$0.00 
/tag/oissue2020,547,440,0:02:09,134,71.64%,44.42%,$0.00 
/2020/09/01/no-ucpd-coalition-boycotts-public-safety-advisory-council-advocates-for-divestment,545,494,0:04:51,351,82.34%,68.99%,$0.00 
/2020/09/25/bruin-bash-2020-to-forgo-concert-feature-jaboukie-and-tabitha-brown-as-speakers,544,513,0:01:43,383,87.47%,72.61%,$0.00 
/2020/06/10/second-take-performative-activism-fails-to-prompt-meaningful-long-term-systemic-change,543,507,0:04:54,453,89.85%,84.71%,$0.00 
/2020/02/21/album-review-bts-spans-genres-in-introspective-release-but-fails-to-maintain-quality-throughout,540,509,0:03:12,455,94.51%,88.52%,$0.00 
/2019/01/09/cooking-with-chemistry-boiling-down-the-science-behind-the-egg-and-its-role-in-your-kitchen,537,504,0:05:51,494,95.14%,92.92%,$0.00 
/2019/05/15/how-katelyn-ohashi-became-the-star-of-a-sport-she-nearly-despised,536,501,0:05:26,491,92.67%,90.67%,$0.00 
/2020/05/20/napolitano-says-ucs-will-likely-operate-on-hybrid-basis-for-fall-decision-not-yet-made,536,493,0:02:06,425,81.88%,78.36%,$0.00 
/2020/08/31/student-launches-jewelry-business-to-support-women-mothers-via-doula-training,532,473,0:02:28,431,87.47%,82.71%,$0.00 
/2019/05/30/the-quad-yerba-mate-came-to-california-canned-and-commercialized-but-has-a-storied-history,529,505,0:06:32,505,95.45%,94.71%,$0.00 
/2020/06/29/ucla-baseball-sees-2-players-4-commits-selected-in-shortened-2020-mlb-draft,529,504,0:03:58,437,90.62%,83.36%,$0.00 
/2011/02/22/students_locals_express_support_for_brit_street_artist_banksy_who_has_recently_created_murals_throug,528,500,0:03:46,498,92.77%,93.18%,$0.00 
/2020/05/14/ucla-football-gains-third-class-of-2021-commit-in-4-star-recruit-devin-kirkwood,528,506,0:01:41,487,87.68%,87.12%,$0.00 
/2020/06/08/ucla-gymnasts-use-tiktok-to-stay-in-tune-with-each-other-and-with-their-fans,528,501,0:03:04,430,91.63%,85.23%,$0.00 
/2020/02/18/pi-kappa-alpha-fraternity-returns-to-ucla-emphasizes-its-values-in-recruitment,525,507,0:03:07,474,89.24%,87.43%,$0.00 
/2020/06/04/students-and-faculty-protest-speak-out-in-response-to-police-brutality,525,488,0:02:43,329,79.94%,68.38%,$0.00 
/2020/08/29/usac-congressional-advisory-board-to-amplify-voices-of-student-organizations,525,478,0:04:08,388,86.60%,76.95%,$0.00 
/2018/05/30/former-ucla-cheerleaders-speak-to-unhealthy-standards-expected-of-them,524,507,0:03:54,496,95.97%,94.08%,$0.00 
/2010/10/11/the_fake_history_of_uclas_campus,519,493,0:04:26,445,85.62%,84.39%,$0.00 
/post/students-upset-after-sig-ep-hosts-kanye-western-themed-party,518,474,0:01:28,462,86.80%,86.29%,$0.00 
/2020/08/03/student-starts-jewelry-body-care-business-inspired-by-memories-of-her-grandmothers,516,471,0:03:03,413,87.41%,80.62%,$0.00 
/2020/09/24/op-ed-bruin-republicans-think-ucla-should-teach-more-about-9-11,516,470,0:03:02,350,78.57%,71.32%,$0.00 
/2020/09/24/students-moving-into-on-campus-housing-will-be-required-to-get-tested-for-covid-19,511,489,0:02:56,411,88.56%,81.21%,$0.00 
/2020/10/09/ucla-extends-work-from-home-period-for-faculty-staff-through-winter-quarter,511,476,0:02:04,286,76.92%,64.97%,$0.00 
/2020/06/10/creators-turn-to-art-as-a-form-of-activism-to-support-black-lives-matter-movement,510,462,0:04:12,383,87.21%,79.61%,$0.00 
/2020/07/06/ucla-softballs-jenavee-peres-plays-many-positions-as-catcher-student-and-mom,508,434,0:03:04,330,84.24%,72.05%,$0.00 
/2020/10/26/ucla-announces-winter-quarter-will-continue-with-remote-instruction,507,474,0:02:18,245,82.45%,61.34%,$0.00 
/2016/10/02/activities-to-check-off-your-ucla-bucket-list,505,466,0:02:28,459,89.98%,88.51%,$0.00 
/2020/08/19/in-my-words-my-journey-to-combatting-internalized-stigmas-around-dark-skin,505,456,0:03:57,380,84.47%,78.61%,$0.00 
/2020/06/28/gov-newsom-orders-immediate-closure-of-bars-in-7-california-counties,504,485,0:01:31,417,89.21%,82.14%,$0.00 
/2020/07/08/editorial-ucla-must-support-its-international-students-in-wake-of-ice-guidelines,503,453,0:04:02,384,82.81%,75.35%,$0.00 
/2020/05/19/ucla-ucsf-cdph-collaborate-to-train-coronavirus-contact-tracers,501,469,0:02:35,438,89.95%,88.02%,$0.00 
/2020/07/28/op-ed-ucla-should-lower-budget-deficit-by-converting-parking-into-affordable-housing,500,473,0:02:56,372,83.87%,75.20%,$0.00 
/2020/10/10/gene-block-vice-chancellors-discuss-covid-19-protocols-campus-policing-and-more,497,460,0:03:18,225,83.56%,62.98%,$0.00 
/2017/04/28/movie-review-the-circle,496,420,0:05:38,394,83.25%,80.44%,$0.00 
/2020/10/08/multiple-locations-available-for-those-who-will-cast-ballots-in-westwood,495,451,0:04:56,401,88.53%,84.04%,$0.00 
/2016/08/15/experts-predict-clinton-win-during-hammer-museum-lecture-2,491,440,0:04:59,438,89.95%,88.39%,$0.00 
/2020/07/29/uc-berkeley-undergraduate-transfer-student-appointed-as-2021-2022-student-regent,491,472,0:02:06,398,92.21%,83.30%,$0.00 
/2020/08/27/opinion-ucla-must-require-african-american-studies-course-to-bolster-students-education,491,431,0:02:45,312,78.85%,66.40%,$0.00 
/2020/05/31/curfew-enacted-across-entirety-of-los-angeles-county-to-promote-public-safety,489,434,0:01:40,286,80.42%,66.05%,$0.00 
/2020/05/01/the-quad-a-quick-quarantine-glow-up-may-be-both-unachievable-and-unhealthy,488,472,0:03:47,455,96.70%,94.26%,$0.00 
/2020/09/24/ucla-athletics-community-celebrates-upcoming-return-of-football,488,471,0:01:43,387,93.02%,84.22%,$0.00 
/2020/07/27/former-ucla-coach-pleads-guilty-to-accepting-bribes-in-college-admissions-scandal,482,459,0:03:03,333,87.09%,74.90%,$0.00 
/2010/02/09/adapting-greek-mythology-percy-jackson-and-olympia,480,444,0:08:00,444,92.79%,92.08%,$0.00 
/2020/09/22/new-student-athlete-voting-initiative-promotes-voter-education-and-registration,480,454,0:02:15,386,91.71%,81.88%,$0.00 
/2020/07/26/in-my-words-to-connect-with-my-father-i-had-to-stop-rejecting-the-culture-we-share,479,450,0:03:56,340,85.88%,75.78%,$0.00 
/2020/10/05/without-edi-office-guidelines-professors-question-use-of-racial-slur-in-classes,478,441,0:05:05,397,83.63%,80.13%,$0.00 
/2019/09/27/alum-harrison-psalm-chang-takes-second-at-fortnite-world-cup-using-esports-skill,475,452,0:03:09,449,95.32%,94.11%,$0.00 
/2016/11/16/the-quad-things-to-consider-before-slapping-the-bag,474,446,0:07:15,445,95.28%,94.09%,$0.00 
/2020/06/19/ucla-football-players-demand-better-protections-in-return-to-training-amid-pandemic,473,445,0:02:39,291,87.63%,74.00%,$0.00 
/2020/08/03/editorial-ucla-needs-to-stand-up-to-legal-databases-with-ties-to-ice-promote-alternatives,473,432,0:03:30,356,83.99%,79.07%,$0.00 
/2020/08/18/previewing-the-possibilities-for-future-seasons-of-ucla-sports,472,449,0:04:35,335,88.66%,81.57%,$0.00 
/2020/02/20/the-quad-looking-into-why-tiktok-has-become-so-popular-the-kind-of-content-it-produces,471,444,0:07:19,418,91.63%,90.66%,$0.00 
/2019/08/18/qa-radiation-expert-discusses-potential-fallout-of-chernobyl-inaccuracies,470,458,0:02:40,457,96.28%,95.96%,$0.00 
/2020/07/31/pac-12-releases-game-practice-schedules-for-some-fall-sports-including-football,470,441,0:03:22,341,91.79%,80.85%,$0.00 
/2020/09/25/move-in-day-on-the-hill-entails-covid-19-precautions-such-as-testing-isolation,470,432,0:02:36,241,74.69%,60.43%,$0.00 
/2020/04/17/second-take-cancellations-of-concerts-are-upsetting-enough-ticketmaster-shouldnt-make-it-worse,469,441,0:06:58,437,93.14%,92.32%,$0.00 
/2020/08/06/football-coach-chip-kelly-reportedly-tested-positive-for-coronavirus-in-march,466,445,0:02:44,352,84.38%,76.61%,$0.00 
/2020/09/10/ucla-doctors-say-antibody-tests-provide-information-about-covid-19-immunity-spread,465,438,0:03:00,317,92.11%,78.92%,$0.00 
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?from=groupmessage&isappinstalled=0,463,395,0:04:50,391,86.70%,84.88%,$0.00 
/2013/01/18/a-tour-of-uclas-underground-tunnel-system,460,450,0:03:36,432,95.14%,94.35%,$0.00 
/2018/11/14/the-quad-a-look-into-how-uclas-admit-rates-have-changed-in-light-of-increasing-applicants,458,441,0:02:15,304,91.12%,84.93%,$0.00 
/2006/02/26/uclas-biggest-salary-goes-to-t,457,446,0:04:15,445,97.30%,97.37%,$0.00 
/2019/05/21/ucla-professor-emeritus-sentenced-to-eight-years-in-prison-for-sexual-assault,456,414,0:02:48,380,78.95%,76.10%,$0.00 
/2018/11/28/richard-sanders-lawsuit-against-the-uc-is-more-about-politics-than-transparency,454,421,0:06:33,408,89.71%,88.11%,$0.00 
/2020/08/16/new-title-ix-policies-prompt-calls-on-ucla-to-protect-survivors-of-sexual-violence,449,398,0:03:28,298,78.19%,70.16%,$0.00 
/2020/08/03/mens-basketball-guard-chris-smith-withdraws-from-nba-draft-will-return-to-ucla,448,423,0:02:37,313,90.42%,77.68%,$0.00 
/2020/07/29/adjusted-ucla-football-schedule-sets-up-early-matchups-with-usc-california,447,405,0:02:15,278,86.69%,70.25%,$0.00 
/2020/10/21/womens-basketball-looks-to-implement-new-offensive-setup-heading-into-season,447,426,0:02:50,375,91.73%,85.68%,$0.00 
/2017/02/07/dorm-dining-rice-cooker-bread-pudding-surpasses-the-study-at-hedricks-rendition,445,396,0:06:16,394,88.07%,86.74%,$0.00 
/2020/07/20/the-quad-as-more-classes-proceed-remotely-students-recall-the-best-parts-of-campus-life,444,407,0:02:00,237,80.59%,63.29%,$0.00 
/2020/06/04/arts-therapies-continue-to-unite-heal-communities-through-virtual-formats,443,397,0:03:10,281,88.61%,72.69%,$0.00 
/2020/08/09/womens-soccer-coaches-former-players-show-support-for-new-la-based-nwsl-team,443,419,0:02:22,374,92.78%,85.55%,$0.00 
/2016/01/24/gymnast-doesnt-let-fall-throw-game-off-balance-leads-ucla-to-win,442,411,0:02:19,395,89.11%,88.69%,$0.00 
/2020/01/22/shareef-oneals-tattoos-paint-pictures-of-personal-journey-allow-self-expression,442,407,0:03:47,399,92.48%,89.82%,$0.00 
/2009/01/14/gymnast-finds-strength-despite-rough-and-tumble,439,416,0:07:48,414,94.44%,94.08%,$0.00 
/2020/05/28/ucpd-says-officers-in-twitter-video-did-not-harm-black-man-with-stun-gun,438,416,0:02:25,321,77.88%,71.92%,$0.00 
/2020/05/29/battle-of-the-editors-running-the-numbers-to-create-best-team-of-mens-basketball-legends,438,399,0:03:21,351,88.03%,80.59%,$0.00 
/2015/05/07/jennifer-bradys-return-from-foot-injury-bolsters-womens-tennis-team,437,426,0:04:54,424,96.23%,96.34%,$0.00 
/2020/06/24/dorian-thompson-robinson-to-raise-money-in-support-of-black-lives-matter-movement,437,406,0:03:04,338,89.94%,82.15%,$0.00 
/2020/09/09/incoming-international-students-face-struggles-amid-new-ice-policies,436,403,0:02:57,311,85.53%,77.29%,$0.00 
/2020/09/22/new-county-guidelines-further-impact-uclas-fall-plan-for-classes-and-housing,436,406,0:03:18,356,84.83%,76.61%,$0.00 
/2020/06/06/hundreds-gather-at-wilshire-federal-building-to-protest-racial-injustice,435,391,0:02:34,258,86.43%,70.34%,$0.00 
/2020/10/28/students-in-on-campus-housing-express-concerns-amid-covid-19-outbreak-on-the-hill,435,409,0:04:19,317,88.33%,79.08%,$0.00 
/2018/09/21/alberto-medina-receives-life-without-parole-for-murder-of-andrea-delvesco,433,404,0:03:42,270,81.85%,72.52%,$0.00 
/2019/04/18/concert-review-despite-some-hiccups-blackpinks-performance-proves-k-pops-global-appeal,433,405,0:05:00,401,93.52%,92.15%,$0.00 
/2019/09/26/ucla-lacks-majors-that-provide-useful-real-life-preparation-for-students-careers,432,400,0:03:34,377,87.80%,84.95%,$0.00 
/2020/08/18/uc-student-association-unanimously-elects-usac-evp-aidan-arasasingham-as-president,432,416,0:02:43,333,86.19%,75.69%,$0.00 
/author/bernard-mendez,432,360,0:01:17,97,64.95%,43.52%,$0.00 
/2020/10/06/prince-of-venice-to-bring-royally-delicious-authentic-italian-food-to-westwood,429,407,0:02:42,345,90.43%,82.75%,$0.00 
/2020/10/14/ucla-community-responds-to-ongoing-conflict-between-armenia-azerbaijan,429,390,0:04:44,288,85.76%,72.73%,$0.00 
/2019/02/27/elitism-of-finance-consulting-clubs-hinders-sense-of-community-among-business-students,428,405,0:04:43,380,89.47%,88.32%,$0.00 
/editorial-board,427,380,0:01:01,45,60.00%,30.44%,$0.00 
/2020/08/13/usac-condemns-philippines-anti-terror-law-in-support-of-anakbayan-ucla,426,399,0:03:05,348,87.36%,84.04%,$0.00 
/submit,426,371,0:02:58,207,68.12%,57.98%,$0.00 
/2020/08/10/university-of-california-receives-2-65b-from-state-treasury-sale-of-bonds,425,396,0:02:46,263,88.97%,72.94%,$0.00 
/2020/10/06/ucla-professor-shares-2020-nobel-prize-in-physics-for-black-hole-breakthroughs,425,387,0:03:05,258,83.72%,70.82%,$0.00 
