Page,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/2020/02/28/movie-review-the-invisible-man-has-unseeable-monster-but-visible-problems-with-the-execution/,676,644,0:05:28,637,95.13%,94.08%,$0.00
/2020/03/30/students-shift-perspectives-on-covid-19-as-spread-of-disease-progresses-in-us/,675,644,0:03:34,432,90.28%,75.41%,$0.00
/2020/04/06/students-professors-adjust-to-different-time-zones-with-online-instruction/,665,618,0:02:41,496,88.71%,77.44%,$0.00
/2020/05/04/womens-basketballs-international-recruits-fill-in-gaps-of-departing-players/,661,625,0:02:49,529,92.63%,84.72%,$0.00
/2020/05/20/second-take-late-night-shows-continue-cultivating-comedy-creativity-with-at-home-formats/,661,633,0:01:56,589,95.93%,91.38%,$0.00
/2020/06/01/editorial-board-qa-with-afrikan-student-union-talks-protesting-allyship-at-ucla,654,581,0:05:12,412,83.01%,70.18%,$0.00
/2020/04/02/ucla-works-to-secure-online-learning-environments-after-zoombombing-disruptions/,651,626,0:02:27,511,87.28%,77.73%,$0.00
/2020/04/28/ucla-announces-aim-to-offer-remote-instruction-option-for-fall-quarter,647,610,0:01:24,366,76.50%,68.78%,$0.00
/2020/05/19/ucla-ucsf-cdph-collaborate-to-train-coronavirus-contact-tracers/,645,606,0:03:32,525,90.86%,84.81%,$0.00
/2020/03/04/party-of-five-season-1-review-episode-10-diaspora/,643,607,0:04:18,542,90.22%,88.65%,$0.00
/2020/04/03/25-years-later-former-mens-basketball-players-reflect-on-their-1995-championship/,636,614,0:04:14,546,95.05%,88.99%,$0.00
/2020/05/21/sat-act-test-scores-no-longer-required-in-uc-admissions-process/,636,599,0:02:12,428,84.58%,72.64%,$0.00
/2020/06/04/op-ed-faculty-must-provide-finals-accommodations-as-students-fight-for-racial-justice,633,604,0:02:13,373,87.67%,70.93%,$0.00
/2020/05/26/uceap-suspends-all-upcoming-fall-2020-and-yearlong-study-abroad-programs/,626,582,0:02:32,506,88.14%,81.31%,$0.00
/2020/05/01/the-quad-a-quick-quarantine-glow-up-may-be-both-unachievable-and-unhealthy/,622,582,0:04:52,497,92.15%,85.21%,$0.00
/2020/06/20/ucla-athletes-given-four-phase-plan-for-returning-to-training-in-westwood,610,576,0:03:06,443,91.87%,78.36%,$0.00
/2020/05/04/the-history-of-referendums-on-usac-ballots-what-students-are-paying/,608,526,0:03:43,336,79.17%,64.14%,$0.00
/2020/06/10/ucla-gymnasts-use-social-media-to-speak-out-support-black-lives-matter-movement,607,574,0:02:33,535,94.02%,88.47%,$0.00
/2020/05/08/california-ucla-to-offer-financial-support-to-undocumented-individuals/,605,570,0:03:53,440,87.50%,77.52%,$0.00
/2020/05/18/napolitano-other-uc-chancellors-take-10-pay-cut-in-response-to-budget-crisis/,605,563,0:02:29,434,84.10%,74.38%,$0.00
/2020/03/10/scouting-report-pac-12-mens-basketball-tournament/,602,568,0:03:59,499,91.98%,87.04%,$0.00
/2020/05/31/curfew-enacted-across-entirety-of-los-angeles-county-to-promote-public-safety,596,518,0:01:59,348,81.61%,66.11%,$0.00
/2020/05/26/amended-la-stay-at-home-orders-include-reopenings-mandated-face-coverings-outside,594,568,0:02:59,554,94.22%,91.92%,$0.00
/2020/01/28/medical-student-remembered-for-compassion-positivity/,587,555,0:02:43,523,90.63%,86.71%,$0.00
/2020/04/23/mitigating-racial-inequalities-exacerbated-by-covid-19-begins-with-action-from-ucla/,583,532,0:04:07,398,82.91%,73.41%,$0.00
/2020/04/07/ucla-guard-chris-smith-declares-for-2020-nba-draft-after-career-season/,576,552,0:02:51,382,88.48%,75.52%,$0.00
/2020/03/12/all-ucla-summer-travel-study-programs-canceled-according-to-ucla-email/,574,535,0:01:47,395,81.27%,72.65%,$0.00
/2020/04/17/columns-from-quarantine-the-painful-reality-of-losing-a-loved-one-to-the-coronavirus/,567,514,0:04:02,411,84.18%,75.49%,$0.00
/2020/02/23/student-short-film-explores-unifying-desperation-of-waiting-in-line-for-the-bathroom/,566,518,0:03:24,499,90.38%,88.87%,$0.00
/2020/05/05/la-metro-set-to-lose-up-to-800m-57-employees-contract-coronavirus/,566,534,0:02:25,483,90.27%,85.16%,$0.00
/2020/05/19/un-connon-opinions-martin-jarmond-has-major-problems-to-solve-as-uclas-next-athletics-director/,565,529,0:04:10,416,88.22%,81.95%,$0.00
/2020/04/08/illustrations-provide-medium-for-graduating-students-to-commemorate-college/,562,501,0:02:44,427,88.76%,79.00%,$0.00
/2020/05/31/protests-erupt-in-los-angeles-in-response-to-death-of-george-floyd,562,516,0:02:13,236,79.66%,60.50%,$0.00
/2020/03/06/results-of-three-ucla-students-tested-for-covid-19-come-back-negative/,560,541,0:01:44,340,93.24%,75.71%,$0.00
/2020/03/25/more-than-80-of-residents-leave-the-hill-after-decision-to-move-classes-online/?fbclid=IwAR2UaSw8ggghzf4-8Kke9_T1tF4S0tRqjRMYGy83o56SDggkyrMpUR5Nxm0,555,525,0:02:50,521,86.76%,86.13%,$0.00
/2020/05/26/qa-uclas-next-athletics-director-speaks-on-bringing-his-diverse-experience-to-westwood/,554,499,0:04:30,427,91.57%,82.31%,$0.00
/2020/05/02/usac-officer-evaluation-naomi-riley-academic-affairs-commissioner/,552,463,0:01:48,281,79.00%,53.08%,$0.00
/2020/05/01/op-ed-amid-uncertain-times-and-an-upcoming-election-be-mindful-in-choosing-your-words/,548,502,0:04:05,426,87.09%,78.47%,$0.00
/2020/06/10/uc-needs-to-be-more-transparent-with-students-about-tuition-fees-during-pandemic,547,525,0:03:28,488,92.21%,88.12%,$0.00
/2020/04/15/usac-recap-april-14-2/,544,512,0:02:57,348,82.18%,66.54%,$0.00
/2020/04/07/reports-of-domestic-violence-other-crimes-fall-in-la-following-stay-at-home-orders/,539,472,0:01:17,401,90.27%,76.44%,$0.00
/2020/03/30/students-discuss-impacts-of-losing-on-campus-jobs-as-facilities-close-amid-covid-19/,538,509,0:02:24,353,87.82%,73.98%,$0.00
/2020/04/24/columns-from-quarantine-everyday-memories-loom-largest-for-seniors-who-didnt-get-a-goodbye/,529,482,0:05:59,407,90.91%,81.85%,$0.00
/2020/04/25/darnay-holmes-selected-by-giants-joshua-kelley-selected-by-chargers-in-nfl-draft/,529,501,0:02:02,405,91.60%,83.36%,$0.00
/2020/06/23/ucla-student-hopes-to-make-change-after-losing-father-to-coronavirus,529,486,0:04:21,447,91.05%,86.77%,$0.00
/2020/02/13/inconsistency-of-star-wars-sequel-series-fails-fans-in-trying-to-appease-them/,528,503,0:05:10,495,93.13%,92.80%,$0.00
/2020/03/13/ncaa-grants-spring-athletes-additional-eligibility-following-canceled-season/,528,486,0:01:31,347,93.37%,74.62%,$0.00
/2020/05/12/uclas-first-ballet-company-a-safe-haven-for-plis-dgags-and-fun/,528,490,0:03:06,414,88.41%,80.87%,$0.00
/2020/06/01/an-effective-ally-must-keep-their-ears-open-remember-to-be-silent-is-to-condone,527,472,0:04:14,391,86.45%,78.94%,$0.00
/2020/06/04/scouting-report-jaylen-clark,527,511,0:03:35,433,92.61%,85.01%,$0.00
/2020/04/06/shannon-perry-lebeauf-finds-family-in-womens-basketball-helps-mentor-players/,523,486,0:04:18,433,91.92%,85.85%,$0.00
/2020/05/06/new-title-ix-rules-to-improve-due-process-for-students-accused-of-sexual-misconduct/,520,478,0:02:10,382,86.39%,76.35%,$0.00
/2020/06/10/brush-fire-breaks-out-near-getty-center-drive-no-evacuation-orders-issued,520,448,0:05:21,382,85.60%,75.96%,$0.00
/2020/03/16/op-ed-administration-must-work-with-students-to-mitigate-impacts-of-covid-19/,519,482,0:03:30,362,85.08%,76.11%,$0.00
/2020/04/08/report-looks-into-covid-19s-impacts-on-people-experiencing-homelessness-in-us/,518,482,0:03:54,414,89.13%,83.20%,$0.00
/2020/05/21/ucla-team-compiles-coronavirus-related-data-creates-statistical-modeling-tool/,515,459,0:03:11,396,87.12%,79.61%,$0.00
/2020/04/21/usacs-focus-on-election-politics-hurts-the-student-community-it-is-meant-to-serve/,510,461,0:02:09,385,68.83%,64.71%,$0.00
/2020/06/08/ucla-faculty-criticize-decision-to-let-lapd-use-jackie-robinson-stadium,509,474,0:02:11,397,86.90%,81.34%,$0.00
/2020/01/26/first-case-of-2019-novel-coronavirus-in-los-angeles-county-confirmed/,506,485,0:02:39,468,92.74%,91.90%,$0.00
/2020/05/14/online-orientations-to-emulate-in-person-version-through-social-academic-offerings/,506,469,0:02:44,250,84.80%,67.39%,$0.00
/2020/04/24/uc-and-ucla-leadership-in-discussion-regarding-fall-quarter-plans,505,478,0:01:52,269,84.01%,71.88%,$0.00
/2020/04/30/student-clubs-face-canceled-events-engagement-challenges-posed-by-virtual-setting/,502,469,0:02:52,340,84.12%,70.32%,$0.00
/2020/03/20/album-review-the-weeknd-authentically-portrays-heartache-over-past-heartbreak-in-after-hours/,496,451,0:04:19,424,89.62%,84.88%,$0.00
/2020/04/21/bruin-origami-for-all-folds-paper-into-hope-in-online-zoom-sessions/,495,461,0:02:33,396,89.65%,82.63%,$0.00
/2020/04/28/students-sue-uc-and-csu-systems-demand-refunds-amid-covid-19-campus-closures/?$deep_link=true,489,457,0:04:24,457,92.56%,92.02%,$0.00
/2020/04/30/student-ties-in-comfort-with-personal-brand-in-clothing-line-created-in-quarantine/,487,462,0:02:44,389,91.00%,83.16%,$0.00
/2020/04/09/ucla-must-adjust-tuition-student-fees-to-match-the-quality-of-online-instruction,481,457,0:04:13,442,92.76%,90.85%,$0.00
/2020/05/20/napolitano-says-ucs-will-likely-operate-on-hybrid-basis-for-fall-decision-not-yet-made,478,437,0:02:14,393,81.68%,78.66%,$0.00
/2020/04/10/policies-aimed-at-alleviating-housing-costs-amid-covid-19-require-more-clarity/,474,453,0:02:07,380,88.68%,83.54%,$0.00
/2020/04/21/ucla-rejects-possibility-of-spring-tuition-refund-usac-launches-relief-fund/,472,440,0:05:43,419,89.02%,87.08%,$0.00
/2020/05/04/layers-of-irony-in-never-ricking-morty-derail-narration-criticize-shows-fanbase/,470,449,0:04:39,411,93.43%,89.57%,$0.00
/2020/04/28/campus-queries-for-how-long-does-the-novel-coronavirus-remain-infectious-on-different-surfaces/,468,453,0:02:36,380,92.37%,85.47%,$0.00
/2020/06/11/westwood-community-adjusts-to-life-under-lockdown-during-covid-19-pandemic,468,457,0:03:33,355,92.39%,80.77%,$0.00
/2020/06/04/students-sign-petition-to-fire-ucla-lecturer-after-many-find-his-email-insensitive?from=groupmessage&isappinstalled=0,463,395,0:04:50,391,86.70%,84.88%,$0.00
/2020/02/27/ucs-termination-of-elsevier-contract-has-had-limited-negative-impact/,462,443,0:03:43,413,90.80%,90.04%,$0.00
/2020/03/08/ucla-students-overcome-obstacles-to-complete-la-marathon/,462,429,0:02:19,323,87.31%,76.19%,$0.00
/2020/03/17/the-quad-do-you-need-to-file-a-tax-return-taking-a-look-into-forms-refunds-and-more/,461,434,0:02:44,343,93.29%,81.13%,$0.00
/2020/04/28/daishen-nix-decommits-from-ucla-mens-basketball-to-play-in-nba-g-league/,459,443,0:02:39,348,91.38%,79.52%,$0.00
/2020/05/29/battle-of-the-editors-running-the-numbers-to-create-best-team-of-mens-basketball-legends,457,414,0:03:37,365,88.77%,80.96%,$0.00
/2020/02/21/album-review-bts-spans-genres-in-introspective-release-but-fails-to-maintain-quality-throughout/,456,421,0:05:00,413,92.74%,90.79%,$0.00
/2020/03/05/recent-rewinds-unclear-whether-vines-successor-byte-will-have-a-lifespan-as-short-as-its-videos/,454,430,0:03:17,417,94.24%,91.85%,$0.00
/2020/05/31/national-guard-troops-to-be-deployed-in-la-in-response-to-protests/,454,432,0:03:46,380,90.53%,85.02%,$0.00
/2020/03/20/ucla-to-suspend-majority-of-nonessential-on-campus-research/,453,431,0:01:44,238,78.99%,63.36%,$0.00
/2020/04/15/community-rises-to-express-support-and-nostalgia-for-stans-donuts-after-closure/,452,426,0:02:34,308,84.74%,71.02%,$0.00
/2020/04/21/ucla-football-players-work-out-prepare-for-virtual-nfl-draft-during-pandemic/,452,428,0:04:39,353,90.37%,86.28%,$0.00
/2020/04/20/small-businesses-discuss-difficulties-adjustments-under-safer-at-home-order/,448,419,0:02:45,288,86.46%,72.10%,$0.00
/2020/03/04/op-ed-graduate-students-are-seeking-cola-uc-has-yet-to-budge/,446,417,0:03:42,362,89.78%,84.08%,$0.00
/2020/04/07/student-leaders-call-for-increased-collaboration-in-ucla-coronavirus-response/,446,424,0:03:06,259,80.69%,65.47%,$0.00
/2020/05/19/parent-sentenced-to-pay-250000-fine-after-bribing-sons-way-into-ucla/,441,421,0:02:47,393,90.08%,85.49%,$0.00
/2020/05/28/ucpd-says-officers-in-twitter-video-did-not-harm-black-man-with-stun-gun,433,407,0:03:25,329,86.32%,78.98%,$0.00
/2020/03/06/week-nine-13-confirmed-coronavirus-cases-in-la-county-potential-ucla-grad-student-strike/,432,409,0:02:12,303,88.12%,76.39%,$0.00
/2020/03/22/gallery-a-week-in-photos-westwood-businesses-and-residents-respond-to-the-covid-19-pandemic/,432,400,0:01:40,170,79.41%,59.95%,$0.00
/2020/05/27/dentistry-professor-sues-uc-for-alleged-retaliation-following-title-ix-testimony,432,387,0:02:50,328,82.93%,80.56%,$0.00
/2020/06/10/administrators-to-defund-project-spell-citing-budget-shortfalls-from-covid-19,432,390,0:04:48,336,88.69%,80.56%,$0.00
/2020/01/20/editorial-millions-of-dollars-unaccounted-for-in-usac-committees-funded-by-students/,431,407,0:02:56,341,78.01%,76.10%,$0.00
/2020/02/05/recent-rewinds-spin-off-chapter-explores-how-death-note-would-play-out-in-modern-day,431,410,0:05:57,410,94.63%,94.90%,$0.00
/2020/04/20/spring-sings-move-online-meant-to-maintain-events-original-sense-of-community/,431,411,0:03:08,321,89.41%,80.51%,$0.00
/2020/04/17/ucla-library-continues-work-to-increase-digital-accessibility-with-new-partnership/,429,402,0:02:03,340,85.29%,79.49%,$0.00
/2020/06/04/students-and-faculty-protest-speak-out-in-response-to-police-brutality,428,398,0:02:39,273,80.59%,70.56%,$0.00
/2020/04/29/the-quad-breaking-down-the-science-behind-covid-19-virus-looking-into-how-it-functions/,427,395,0:02:35,305,89.51%,77.05%,$0.00
/2020/05/12/coach-jorden-revamps-ucla-mens-soccer-with-11-fresh-recruits/,425,393,0:04:14,277,86.64%,75.06%,$0.00
/2020/06/17/fall-sport-athletes-allowed-to-return-to-campus-begin-return-to-training-plan,424,409,0:03:24,332,93.37%,86.32%,$0.00
/2020/05/12/company-created-by-alumni-uses-self-driving-robots-to-deliver-products-in-pandemic/,423,385,0:04:10,348,90.52%,83.22%,$0.00
/2020/05/24/past-restructurings-of-2-cpo-committees-budgets-leave-student-leaders-in-the-dark/,421,373,0:05:28,284,82.04%,72.45%,$0.00
/2020/04/08/the-quad-coronavirus-misinformation-ranges-from-funny-to-serious-but-all-can-be-dangerous/,420,408,0:02:31,368,95.11%,90.24%,$0.00
/2020/04/27/columns-from-quarantine-a-hectic-international-trip-back-home-in-search-of-safety-and-comfort/,416,369,0:04:15,355,85.63%,81.49%,$0.00
/2020/03/25/second-ucla-student-tests-positive-for-the-new-coronavirus/?fbclid=IwAR3QaCkoUhV2y_H-ZlCaHDdvRd6hmHfc8yR7qRt_GkughtMlx9TGjW5J_Ek,410,396,0:02:25,396,92.93%,93.17%,$0.00
/2020/04/30/ucla-led-study-identifies-la-neighborhoods-most-economically-vulnerable-to-covid-19/,404,385,0:02:23,321,90.65%,85.40%,$0.00
/2020/05/12/the-quad-here-are-some-tips-on-saving-money-in-a-pandemic-induced-recession/,404,386,0:03:04,314,92.68%,83.66%,$0.00
/2020/05/26/killing-eve-season-3-recap-episode-7-beautiful-monster/,403,386,0:02:23,370,92.97%,90.07%,$0.00
/2020/05/22/covid-19-has-created-a-time-of-uncertainty-for-students-with-summer-internships/,402,384,0:02:54,262,90.46%,72.89%,$0.00
/2020/03/20/letter-from-the-editors-the-daily-bruin-will-cease-printing-and-move-online-through-at-least-april-10/,401,379,0:01:54,299,89.30%,79.30%,$0.00
/2020/04/16/nursing-clinical-practices-allowed-to-be-online-because-of-limits-from-pandemic/,397,374,0:04:18,311,91.96%,85.14%,$0.00
/2020/02/19/party-of-five-season-1-review-episode-8-dos-y-dos/,394,365,0:05:04,326,84.05%,79.19%,$0.00
/2020/05/26/with-daca-threatened-uclas-undocumented-student-population-deserves-better/,393,374,0:03:57,323,90.71%,87.02%,$0.00
/2020/06/08/ucla-gymnasts-use-tiktok-to-stay-in-tune-with-each-other-and-with-their-fans,392,371,0:03:24,325,91.69%,87.50%,$0.00
/2020/05/04/former-daily-bruin-editor-awarded-pulitzer-prize-for-journalism/,391,371,0:02:24,259,85.33%,70.08%,$0.00
/2020/01/22/shareef-oneals-tattoos-paint-pictures-of-personal-journey-allow-self-expression/,390,369,0:02:30,347,92.80%,89.74%,$0.00
/2020/04/06/assistant-enterprise-editor-melissa-morris-appointed-as-2020-2021-editor-in-chief/,387,342,0:02:56,227,81.06%,66.67%,$0.00
/2020/03/12/the-quad-looking-into-impacts-of-mental-health-jokes-among-college-students/,385,344,0:03:50,274,85.04%,76.10%,$0.00
/2020/02/27/norah-flatley-and-margzetta-frazier-find-friendship-bring-energy-to-gymnastics/,384,358,0:04:45,331,87.61%,82.29%,$0.00
/2020/05/25/book-review-the-hunger-games-prequel-pays-tribute-to-saga-leaving-main-character-static,384,376,0:08:52,369,96.75%,95.57%,$0.00
/2020/05/07/garcia-nickles-to-return-to-ucla-softball-after-olympics-postponed/,383,368,0:02:28,301,93.69%,83.81%,$0.00
/2020/04/17/gsa-announces-4-new-leaders-elected-for-2020-2021-school-year/,382,357,0:02:20,254,88.19%,75.13%,$0.00
/2020/05/29/feasting-in-memory-of-souplantation,381,370,0:02:25,297,94.95%,82.15%,$0.00
/2020/03/11/middle-eastern-and-north-african-students-deserve-increased-visibility-resources/,380,332,0:03:26,246,85.77%,72.37%,$0.00
/2020/03/16/usac-to-withhold-800k-from-two-committees-until-budget-breakdowns-are-revealed/,380,330,0:03:25,176,76.14%,61.05%,$0.00
/2020/03/30/ncaa-grants-additional-year-of-eligibility-to-spring-sport-athletes/,379,361,0:03:28,278,95.32%,84.17%,$0.00
/2020/05/13/ucla-community-responds-to-increased-racism-toward-asian-americans-during-pandemic/,379,352,0:02:24,215,89.77%,70.18%,$0.00
/2020/04/24/the-quad-victory-gardens-can-be-a-way-to-grow-food-sense-of-purpose-during-quarantine/,376,338,0:03:02,243,85.60%,71.81%,$0.00
/2020/05/08/ucla-experts-show-la-air-quality-has-improved-but-encourage-thinking-long-term/,376,350,0:03:20,283,92.93%,81.65%,$0.00
/2020/03/10/ucla-athletics-restricts-all-home-games-to-essential-personnel/,372,347,0:03:02,235,91.06%,70.43%,$0.00
/2020/03/27/usns-mercy-arrives-in-los-angeles-to-aid-local-hospitals-in-coronavirus-response/,370,352,0:02:47,305,92.79%,84.86%,$0.00
/2020/04/20/students-learn-to-adapt-to-wins-and-woes-of-online-laboratory-classes/,370,351,0:03:03,231,90.04%,75.41%,$0.00
/2020/01/21/exclusion-of-black-lives-matter-at-womens-march-la-sacrifices-representation,368,353,0:03:04,345,94.78%,92.93%,$0.00
/2020/02/20/the-quad-looking-into-why-tiktok-has-become-so-popular-the-kind-of-content-it-produces/,367,349,0:03:35,321,92.21%,88.83%,$0.00
/2020/04/09/chip-kelly-prioritizes-caution-amid-pandemic-as-footballs-future-remains-unclear/,366,356,0:03:28,278,92.45%,82.51%,$0.00
/2020/03/11/fans-no-longer-allowed-to-attend-march-madness-tournaments/,365,349,0:03:27,324,91.36%,87.67%,$0.00
/2020/03/21/coronavirus-concerns-prompt-uc-board-of-regents-to-table-vote-on-tuition-hike/,365,348,0:02:24,275,89.45%,77.53%,$0.00
/2020/05/29/students-should-be-able-to-apply-to-take-classes-on-a-pass-no-pass-basis/,365,348,0:02:41,301,91.03%,86.58%,$0.00
/2020/03/11/graduate-student-exhibition-highlights-innovative-works-utilizing-various-media/,362,335,0:02:47,310,93.87%,89.78%,$0.00
/2020/05/21/battle-of-the-editors-uclas-most-documentary-worthy-sports-storylines/,360,314,0:02:00,248,91.53%,75.28%,$0.00
/2020/04/13/graphic-major-events-of-the-covid-19-pandemic/,358,329,0:02:29,276,88.77%,80.17%,$0.00
/2020/05/28/signature-a-cappella-emphasizes-female-unity-connection-in-emotional-medley/,358,307,0:03:34,277,85.56%,79.61%,$0.00
/2020/05/22/students-fundraising-efforts-can-be-chalked-up-to-passion-for-sidewalk-art/,357,320,0:02:42,273,89.01%,80.67%,$0.00
/2020/05/06/daily-bruin-alum-awarded-pulitzer-prize-for-investigation-of-us-navys-7th-fleet/,356,337,0:03:29,246,89.02%,75.00%,$0.00
/2020/05/25/uc-regents-investments-committee-announces-full-divestment-from-fossil-fuels/,353,334,0:02:19,301,91.03%,84.99%,$0.00
/2020/05/28/student-diagnosed-with-first-confirmed-case-of-covid-19-on-the-hill,353,334,0:02:18,236,76.69%,65.44%,$0.00
/2020/05/06/senior-dean-talks-accomplishments-next-steps-as-she-prepares-to-step-down/,351,333,0:02:27,289,90.66%,82.91%,$0.00
/2020/05/05/ucla-nurses-nursing-students-discuss-patient-care-and-education-during-pandemic/,350,313,0:02:45,239,85.36%,73.43%,$0.00
/2020/03/05/ucla-graduate-students-vote-to-strike-for-cola-pending-approval-from-10-departments/,342,326,0:03:01,258,80.62%,73.10%,$0.00
